alpha,xi,sigma,beta,primal_lr,dual_lr,lambda_max,dual_momentum,reset_lambda_per_outer,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,lower_scale,method,status,error
0.001,0.0001,0.001,0.01,0.001,0.01,100.0,0.0,False,1,0.6162706613540649,0.0,0.0013574333861470222,0.0,0.6149132251739502,0.0,1.691096305847168,0.0,2.307366967201233,0.0,0.6162706613540649,0.0,0.0013574333861470222,0.0,0.6149132251739502,0.0,1.691096305847168,0.0,2.307366967201233,0.0,0.6162706613540649,0.0,0.0013574333861470222,0.0,0.3714917302131653,0.0,1.691096305847168,0.0,384.1829530755058,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.01,0.001,0.01,100.0,0.0,False,1,0.6162723302841187,0.0,0.0013574347831308842,0.0,0.6149148941040039,0.0,1.6910709142684937,0.0,2.3073432445526123,0.0,0.6162723302841187,0.0,0.0013574347831308842,0.0,0.6149148941040039,0.0,1.6910709142684937,0.0,2.3073432445526123,0.0,0.6162723302841187,0.0,0.0013574347831308842,0.0,0.3714917302131653,0.0,1.6910709142684937,0.0,323.11513821035624,0.0,1.0,PD,ok,
0.001,0.0001,0.001,0.001,0.001,0.01,100.0,0.0,False,1,0.6174843907356262,0.0,0.0013344143517315388,0.0,0.6161499619483948,0.0,1.6914138793945312,0.0,2.3088982701301575,0.0,0.6174843907356262,0.0,0.0013344143517315388,0.0,0.6161499619483948,0.0,1.6914138793945312,0.0,2.3088982701301575,0.0,0.6174843907356262,0.0,0.0013344143517315388,0.0,0.3714917302131653,0.0,1.6914138793945312,0.0,384.238406766206,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.001,0.001,0.01,100.0,0.0,False,1,0.6174858212471008,0.0,0.0013344314647838473,0.0,0.6161513924598694,0.0,1.6913888454437256,0.0,2.3088746666908264,0.0,0.6174858212471008,0.0,0.0013344314647838473,0.0,0.6161513924598694,0.0,1.6913888454437256,0.0,2.3088746666908264,0.0,0.6174858212471008,0.0,0.0013344314647838473,0.0,0.3714917302131653,0.0,1.6913888454437256,0.0,329.0438832314685,0.0,1.0,PD,ok,
0.001,0.0001,0.001,0.0001,0.001,0.01,100.0,0.0,False,1,0.6176049113273621,0.0,0.00133215868845582,0.0,0.6162727475166321,0.0,1.691446304321289,0.0,2.309051215648651,0.0,0.6176049113273621,0.0,0.00133215868845582,0.0,0.6162727475166321,0.0,1.691446304321289,0.0,2.309051215648651,0.0,0.6176049113273621,0.0,0.00133215868845582,0.0,0.3714917302131653,0.0,1.691446304321289,0.0,384.9704211228527,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.0001,0.001,0.01,100.0,0.0,False,1,0.6176063418388367,0.0,0.0013321739388629794,0.0,0.6162741780281067,0.0,1.6914210319519043,0.0,2.309027373790741,0.0,0.6176063418388367,0.0,0.0013321739388629794,0.0,0.6162741780281067,0.0,1.6914210319519043,0.0,2.309027373790741,0.0,0.6176063418388367,0.0,0.0013321739388629794,0.0,0.3714917302131653,0.0,1.6914210319519043,0.0,324.08211892237887,0.0,1.0,PD,ok,
0.001,0.0001,0.01,0.01,0.003,0.001,100.0,0.0,False,1,0.6977536678314209,0.0,1.956128289748449e-05,0.0,0.6977341175079346,0.0,1.5858139991760254,0.0,2.2835676670074463,0.0,0.6977536678314209,0.0,1.956128289748449e-05,0.0,0.6977341175079346,0.0,1.5858139991760254,0.0,2.2835676670074463,0.0,0.6977536678314209,0.0,1.956128289748449e-05,0.0,0.3714917302131653,0.0,1.5858139991760254,0.0,323.5387084297836,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.01,0.003,0.001,100.0,0.0,False,1,0.6977581977844238,0.0,1.954469917109236e-05,0.0,0.6977386474609375,0.0,1.5858023166656494,0.0,2.2835605144500732,0.0,0.6977581977844238,0.0,1.954469917109236e-05,0.0,0.6977386474609375,0.0,1.5858023166656494,0.0,2.2835605144500732,0.0,0.6977581977844238,0.0,1.954469917109236e-05,0.0,0.3714917302131653,0.0,1.5858023166656494,0.0,175.48541760677472,0.0,1.0,PD,ok,
0.001,0.0001,0.01,0.001,0.003,0.001,100.0,0.0,False,1,0.6978447437286377,0.0,1.8931979866465554e-05,0.0,0.6978257894515991,0.0,1.5859370231628418,0.0,2.2837817668914795,0.0,0.6978447437286377,0.0,1.8931979866465554e-05,0.0,0.6978257894515991,0.0,1.5859370231628418,0.0,2.2837817668914795,0.0,0.6978447437286377,0.0,1.8931979866465554e-05,0.0,0.3714917302131653,0.0,1.5859370231628418,0.0,326.5260775052011,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.001,0.003,0.001,100.0,0.0,False,1,0.697848916053772,0.0,1.891609099402558e-05,0.0,0.6978300213813782,0.0,1.5859253406524658,0.0,2.283774256706238,0.0,0.697848916053772,0.0,1.891609099402558e-05,0.0,0.6978300213813782,0.0,1.5859253406524658,0.0,2.283774256706238,0.0,0.697848916053772,0.0,1.891609099402558e-05,0.0,0.3714917302131653,0.0,1.5859253406524658,0.0,326.88536118064076,0.0,1.0,PD,ok,
