alpha,xi,sigma,beta,gamma0,threshold_scale,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,method,status,error
0.001,0.0001,0.001,0.1,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.956081147305667,0.0,SG,ok,
0.001,0.0001,0.001,0.01,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.934789071790874,0.0,SG,ok,
0.001,0.001,0.001,0.001,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.961581371724606,0.0,SG,ok,
0.001,0.001,0.001,0.01,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.997197763994336,0.0,SG,ok,
0.001,0.001,0.001,0.1,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.990513862110674,0.0,SG,ok,
0.001,0.01,0.001,0.001,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.95121964532882,0.0,SG,ok,
0.001,0.01,0.001,0.01,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.9364401660859585,0.0,SG,ok,
0.001,0.01,0.001,0.1,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.925278052687645,0.0,SG,ok,
0.001,0.1,0.001,0.001,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.926201116293669,0.0,SG,ok,
0.001,0.1,0.001,0.01,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,7.923818860203028,0.0,SG,ok,
