alpha,xi,sigma,beta,primal_lr,dual_lr,lambda_max,dual_momentum,reset_lambda_per_outer,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,method,status,error
0.001,0.001,0.001,0.01,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.622457175515592,0.0,PD,ok,
0.001,0.001,0.001,0.01,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.555301932618022,0.0,PD,ok,
0.001,0.001,0.001,0.01,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,10.551886963658035,0.0,PD,ok,
0.001,0.001,0.001,0.01,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.535491274669766,0.0,PD,ok,
0.001,0.001,0.001,0.01,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.55415090918541,0.0,PD,ok,
0.001,0.001,0.001,0.1,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.594764948822558,0.0,PD,ok,
0.001,0.001,0.001,0.1,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.597043441608548,0.0,PD,ok,
0.001,0.001,0.001,0.1,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,10.579957338050008,0.0,PD,ok,
0.001,0.001,0.001,0.1,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.618341658264399,0.0,PD,ok,
0.001,0.001,0.001,0.1,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.578158165328205,0.0,PD,ok,
0.001,0.001,0.01,0.001,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.600367871113122,0.0,PD,ok,
0.001,0.001,0.01,0.001,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.597166273742914,0.0,PD,ok,
0.001,0.001,0.01,0.001,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,10.666188517585397,0.0,PD,ok,
0.001,0.001,0.01,0.001,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.699302221648395,0.0,PD,ok,
0.001,0.001,0.01,0.001,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.673633309081197,0.0,PD,ok,
0.001,0.001,0.01,0.01,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.78099603857845,0.0,PD,ok,
0.001,0.001,0.01,0.01,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.77504219673574,0.0,PD,ok,
0.001,0.001,0.01,0.01,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,10.789755295962095,0.0,PD,ok,
0.001,0.001,0.01,0.01,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.838041928596795,0.0,PD,ok,
0.001,0.001,0.01,0.01,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.80113823339343,0.0,PD,ok,
0.001,0.001,0.01,0.1,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.67846504598856,0.0,PD,ok,
0.001,0.001,0.01,0.1,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.706301587633789,0.0,PD,ok,
0.001,0.001,0.01,0.1,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.74210072029382,0.0,PD,ok,
0.001,0.001,0.01,0.1,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,10.713559661991894,0.0,PD,ok,
0.001,0.001,0.01,0.1,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.72646501287818,0.0,PD,ok,
0.001,0.001,0.1,0.001,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.595600966364145,0.0,PD,ok,
0.001,0.001,0.1,0.001,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.622279624454677,0.0,PD,ok,
0.001,0.001,0.1,0.001,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,10.591563141904771,0.0,PD,ok,
0.001,0.001,0.1,0.001,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.627767416648567,0.0,PD,ok,
0.001,0.001,0.1,0.001,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.62825472932309,0.0,PD,ok,
0.001,0.001,0.1,0.01,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.73156924545765,0.0,PD,ok,
0.001,0.001,0.1,0.01,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.765787722542882,0.0,PD,ok,
0.001,0.001,0.1,0.01,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,10.762254811823368,0.0,PD,ok,
0.001,0.001,0.1,0.01,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.824907350353897,0.0,PD,ok,
0.001,0.001,0.1,0.01,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.829383410513401,0.0,PD,ok,
0.001,0.001,0.1,0.1,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.765347393229604,0.0,PD,ok,
0.001,0.001,0.1,0.1,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.798760688863695,0.0,PD,ok,
0.001,0.001,0.1,0.1,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,3.836888164281845,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.587393283843994,0.0,10.788009725511074,0.0,PD,ok,
0.001,0.001,0.1,0.1,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.801982401870191,0.0,PD,ok,
0.001,0.001,0.1,0.1,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.798572562634945,0.0,PD,ok,
0.001,0.01,0.001,0.001,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.747957535088062,0.0,PD,ok,
0.001,0.01,0.001,0.001,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.74796561524272,0.0,PD,ok,
0.001,0.01,0.001,0.001,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,3.82788810133934,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,3.82788810133934,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,10.783070691861212,0.0,PD,ok,
0.001,0.01,0.001,0.001,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.87602925579995,0.0,PD,ok,
0.001,0.01,0.001,0.001,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.840954813174903,0.0,PD,ok,
0.001,0.01,0.001,0.01,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.825762750580907,0.0,PD,ok,
0.001,0.01,0.001,0.01,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.78362891357392,0.0,PD,ok,
0.001,0.01,0.001,0.01,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,3.82788810133934,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,3.82788810133934,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,10.78351290896535,0.0,PD,ok,
0.001,0.01,0.001,0.01,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.78728350251913,0.0,PD,ok,
0.001,0.01,0.001,0.01,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.78018093854189,0.0,PD,ok,
0.001,0.01,0.001,0.1,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.82144558057189,0.0,PD,ok,
0.001,0.01,0.001,0.1,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.869728622026742,0.0,PD,ok,
0.001,0.01,0.001,0.1,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,3.82788810133934,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,3.82788810133934,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,10.886371277272701,0.0,PD,ok,
0.001,0.01,0.001,0.1,0.1,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.87049541901797,0.0,PD,ok,
0.001,0.01,0.001,0.1,0.1,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.86921024043113,0.0,PD,ok,
0.001,0.01,0.01,0.001,0.01,0.01,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,10.998062748461962,0.0,PD,ok,
0.001,0.01,0.01,0.001,0.01,0.1,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,194.39436182379723,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,194.14486694335938,0.0,11.01423564273864,0.0,PD,ok,
0.001,0.01,0.01,0.001,0.1,0.001,100.0,0.0,False,1,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,3.82788810133934,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,3.82788810133934,0.0,0.24949488043785095,0.0,0.2491360455751419,0.0,0.0003588392573874444,0.0,3.5783932209014893,0.0,10.908014316111803,0.0,PD,ok,
